"M1_BL","M1_MD","M2_BL","M2_MD","P4_BL","specimen_id","taxon","cusp_pattern","hypocone_size","cingulum","simulation","true_n_species"
14.6972074674826,13.8373583953467,15.5085751886873,14.6198482660843,9.98649491954255,"Species_B_005","Species_B","Y4","medium","absent","SIM1",3
14.8533933688323,13.4633353427196,15.8266354529912,15.2358555101944,10.4592167328329,"Species_B_006","Species_B","Y5","large","weak","SIM1",3
14.3308472141143,13.2023062226169,15.1980849974723,14.1781200633265,9.95993670313902,"Species_B_007","Species_B","Y5","small","strong","SIM1",3
14.1868233755861,13.4106823189298,15.1936053501197,14.3572734355629,9.51279007210326,"Species_B_008","Species_B","Y4","medium","weak","SIM1",3
14.8421239915843,13.7222134361638,16.2615150718572,14.7232194924172,9.58491362186977,"Species_B_009","Species_B","Y5","small","weak","SIM1",3
14.1384868353922,13.4071306254014,15.4340108688434,14.3000873830116,9.02763157119552,"Species_B_010","Species_B","Plus5","small","absent","SIM1",3
15.3737777500718,14.0752848372062,16.2486104457072,14.5848825381296,10.4550340775822,"Species_B_011","Species_B","Y4","large","strong","SIM1",3
15.726295425538,13.9916533401551,16.037798504763,14.8701814482481,10.1291778308208,"Species_B_012","Species_B","Y5","large","strong","SIM1",3
15.2774314566398,14.224837916516,15.8535442249623,14.7573720702026,9.65362011432378,"Species_B_013","Species_B","Y5","medium","weak","SIM1",3
15.1249202215237,14.0339182010452,15.7447080968951,14.7248870321664,10.3684925661775,"Species_B_014","Species_B","Y4","medium","weak","SIM1",3
14.9214707638902,14.3228266607774,14.9594081606037,14.3004751588056,9.95071835188788,"Species_B_015","Species_B","Y4","large","weak","SIM1",3
14.8252311565079,14.2825925944065,16.5120282618008,16.0110746237683,10.2132332965701,"Species_B_016","Species_B","Y4","small","weak","SIM1",3
14.3905636790348,13.7042558926196,15.4453123033986,14.3757507611177,9.85142859926995,"Species_B_017","Species_B","Y5","medium","weak","SIM1",3
14.8160801493795,13.8658371610576,15.8276664680683,14.2136347861922,10.0188648089001,"Species_B_018","Species_B","Plus5","medium","absent","SIM1",3
15.5898596200276,14.7744414314744,16.7099549772031,16.1469801117827,10.5035605319673,"Species_B_019","Species_B","Y4","small","absent","SIM1",3
14.85957950886,13.8511894076344,15.8696675424752,14.5611702150878,9.60606019572881,"Species_B_020","Species_B","Y5","large","absent","SIM1",3
14.7976132382723,13.5700287317309,14.9675811929474,14.7768433915144,9.78917530484147,"Species_B_021","Species_B","Plus5","large","weak","SIM1",3
14.9338637237121,13.6506796077584,15.8997213716373,14.9994922348171,9.97928918875207,"Species_B_022","Species_B","Y5","medium","weak","SIM1",3
14.7363673052194,13.9771972805996,16.131642108414,14.7626743860666,8.82298338219166,"Species_B_023","Species_B","Y4","medium","absent","SIM1",3
15.0468931019465,13.931348630248,14.6403323867216,13.8774394329938,9.31440683877796,"Species_B_024","Species_B","Y5","medium","strong","SIM1",3
16.7814395848277,14.4898326332945,17.1604510650064,15.8108205073393,10.4352993866595,"Species_B_025","Species_B","Y4","medium","weak","SIM1",3
12.195005293843,11.0258407251917,13.411512737422,11.8024648253029,7.69045984223193,"Species_C_001","Species_C","Y4","small","absent","SIM1",3
12.8398661593229,11.192251624453,13.4453091646272,12.3752835238361,8.20633637314635,"Species_C_002","Species_C","Y4","medium","absent","SIM1",3
11.7458977470866,11.1197595343814,12.5204065845075,11.559278449273,7.74546326585831,"Species_C_003","Species_C","Y5","medium","absent","SIM1",3
12.6037896193653,11.2084099427975,14.2880154886373,12.7939215412133,9.11226494624737,"Species_C_004","Species_C","Y4","small","absent","SIM1",3
12.035507603287,10.7393022905195,13.5705272720521,12.4473060819384,7.59413393806224,"Species_C_005","Species_C","Y4","small","absent","SIM1",3
11.8283564962112,10.6050414485732,12.7352407466459,12.4633282936746,8.25981323085491,"Species_C_006","Species_C","Y4","small","absent","SIM1",3
12.5913771195202,11.0710433676354,13.1683666089066,12.2959371178292,8.15563618007791,"Species_C_007","Species_C","Y4","small","absent","SIM1",3
11.6542516208233,10.4578916891381,12.0916657220855,11.3801451783703,7.75291824634525,"Species_C_008","Species_C","Y4","small","absent","SIM1",3
12.3832276995586,11.4231963753674,13.121050712136,11.9635996314009,8.21002042592145,"Species_C_009","Species_C","Y5","small","absent","SIM1",3
11.4197267101951,10.166538434078,12.7702766807855,11.373252383927,7.78706211922707,"Species_C_010","Species_C","Y5","medium","absent","SIM1",3
12.8520005042836,11.2425025545207,14.0514025157337,12.4878128406023,8.29347230450045,"Species_C_011","Species_C","Y5","small","absent","SIM1",3
11.4174081379378,11.0386460760991,12.0683026562898,11.4396621003751,7.30271345140772,"Species_C_012","Species_C","Y4","medium","weak","SIM1",3
12.7315688733959,11.6480682010481,14.4830931909235,12.6784656983099,8.59349138240572,"Species_C_013","Species_C","Y4","small","absent","SIM1",3
11.8989772733325,11.0205602511001,13.2145676622749,11.9278723417883,7.80431163730075,"Species_C_014","Species_C","Y4","small","weak","SIM1",3
11.9367420960564,10.757564761648,12.874796149732,11.4764930936505,8.05975153216303,"Species_C_015","Species_C","Y5","small","absent","SIM1",3
12.127822804885,11.257073900887,13.4881816857456,12.2826901735873,8.1358844826756,"Species_C_016","Species_C","Y4","medium","absent","SIM1",3
12.7275807673043,11.2384351091607,13.7206991467946,12.8517946328208,8.78973433293058,"Species_C_017","Species_C","Y4","small","absent","SIM1",3
11.7376725241808,10.8623979567002,12.785721451843,11.8288485725989,8.22395953368463,"Species_C_018","Species_C","Y4","small","absent","SIM1",3
11.9172771304382,11.2811745150519,12.5923572381297,12.2903636537763,8.03083898172922,"Species_C_019","Species_C","Y5","small","absent","SIM1",3
11.6233359376442,10.4276086632628,12.9151081431887,11.5076710888623,7.93370691207252,"Species_C_020","Species_C","Y4","small","absent","SIM1",3
11.4311616510306,10.7307150370041,11.6980359287678,11.3145437447133,8.08979709809742,"Species_C_021","Species_C","Y5","small","absent","SIM1",3
12.4898178148091,11.5435367251474,13.9108516994894,12.2726269204434,7.98192424787221,"Species_C_022","Species_C","Y5","small","weak","SIM1",3
11.6542725048937,10.9010977056027,12.8039266668541,11.8350589950423,7.80546337250695,"Species_C_023","Species_C","Y5","small","absent","SIM1",3
12.4822174599336,11.4869047491282,13.4765062229713,12.7843914458126,8.09537285220214,"Species_C_024","Species_C","Y4","small","weak","SIM1",3
11.5109865284347,10.6412038394213,12.3823598545011,11.2935258402718,7.46443970188644,"Species_C_025","Species_C","Y5","small","absent","SIM1",3
