"M1_BL","M1_MD","M2_BL","M2_MD","P4_BL","specimen_id","taxon","cusp_pattern","hypocone_size","cingulum","simulation","true_n_species"
14.9513096953966,12.9729088059555,14.6639596550095,14.1832906378276,9.52104984566744,"Species_B_020","Species_B","Y4","large","weak","SIM2",3
15.3111147964898,13.5321921725694,15.8449962239152,13.8895090380157,10.7237605095335,"Species_C_001","Species_C","Y5","medium","strong","SIM2",3
12.5489711900693,11.2767829777912,13.5225825147891,12.5625418425723,9.8870437091765,"Species_C_002","Species_C","Plus5","medium","weak","SIM2",3
14.1517645285477,12.4870355186029,15.2804991227312,13.8653662517141,9.69097384306795,"Species_C_003","Species_C","Plus5","medium","weak","SIM2",3
15.123172761509,13.0772628155644,15.1122018358581,13.9979357323559,10.6261307126113,"Species_C_004","Species_C","Y4","medium","absent","SIM2",3
15.0009115765437,12.2042644366988,14.6791468605588,13.0585864757084,8.84241016646971,"Species_C_005","Species_C","Plus5","medium","weak","SIM2",3
13.899992211847,11.2237009428673,13.6892706801948,12.4414947154241,8.69370683519929,"Species_C_006","Species_C","Y5","medium","strong","SIM2",3
15.7438897747651,13.6917585209515,16.3432741402739,14.8931881604003,9.67722192387508,"Species_C_007","Species_C","Plus5","small","weak","SIM2",3
13.7084538246784,12.275545614003,13.8623140361483,12.9244787499675,10.0673129071028,"Species_C_008","Species_C","Y5","medium","absent","SIM2",3
16.6990100898134,14.3002174555806,16.3946556543825,16.0360333871517,10.5292378651644,"Species_C_009","Species_C","Y4","medium","absent","SIM2",3
14.8978270626626,13.5667643902252,15.3403229899925,14.2044047391943,9.95389966279498,"Species_C_010","Species_C","Plus5","medium","absent","SIM2",3
12.9676164818182,11.0670966738487,13.1348135028162,12.3951435322743,8.55344062140776,"Species_C_011","Species_C","Y4","medium","weak","SIM2",3
13.6170413466372,12.5168805167887,13.0460371289472,13.4493960225393,8.152806213452,"Species_C_012","Species_C","Y4","small","weak","SIM2",3
13.7385106702166,12.632518366941,14.4835559995673,13.0669479569642,8.93287985263448,"Species_C_013","Species_C","Y5","small","absent","SIM2",3
14.4955877710453,12.6016091867799,15.0926519061664,13.4074641065602,10.6368180297761,"Species_C_014","Species_C","Y4","small","strong","SIM2",3
14.1861630528496,12.498568475893,13.1159268848235,12.0313484298894,9.5740362840045,"Species_C_015","Species_C","Y4","medium","weak","SIM2",3
14.258645441718,12.6251470526614,13.6876214709328,13.2290074995961,10.6482022718032,"Species_C_016","Species_C","Y5","medium","strong","SIM2",3
13.4760511236578,11.9425228699659,12.1751836138334,12.5931293748395,8.83925115818799,"Species_C_017","Species_C","Y4","medium","strong","SIM2",3
14.3868970910651,11.6662589987783,14.2379781502998,12.6540629655673,9.5271618921782,"Species_C_018","Species_C","Plus5","large","weak","SIM2",3
13.4405165253361,11.8790253330855,13.3176539173236,12.7624770182261,9.28076475903563,"Species_C_019","Species_C","Y4","large","strong","SIM2",3
14.5624643703819,11.8442729426511,13.8258776789882,13.2435331634008,9.30437643981777,"Species_C_020","Species_C","Y4","medium","absent","SIM2",3
